Node_id Range Mean Std
jsled 2242 734163.0 647.498262546
marcioandreyoliveira 2245 734164.5 648.364288036
sthippo 2242 734163.0 647.498262546
MildSeven 2242 734163.0 647.498262546
ensonic 2270 734177.0 655.581167108
zeda 2242 734163.0 647.498262546
kishorebalakrishnan 2242 734163.0 647.498262546
murr 2242 734163.0 647.498262546
fault0 2242 734163.0 647.498262546
ev 2242 734163.0 647.498262546
bstpierre 2242 734163.0 647.498262546
cmorgan 2242 734163.0 647.498262546
dres 2242 734163.0 647.498262546
jon 2242 734163.0 647.498262546
torasuku 0 733756.0 0.0
jbucata 2242 734163.0 647.498262546
moshez 2242 734163.0 647.498262546
1981 2242 734163.0 647.498262546
calc 2242 734163.0 647.498262546
WileECoyote 2242 734163.0 647.498262546
samNMS 2242 734163.0 647.498262546
gmenguez 2242 734163.0 647.498262546
edlang 2242 734163.0 647.498262546
informer 2242 734163.0 647.498262546
cest 2242 734163.0 647.498262546
wconnell 2242 734163.0 647.498262546
jxe 2242 734163.0 647.498262546
mtearle 2242 734163.0 647.498262546
strath 2242 734163.0 647.498262546
Jerub 2242 734163.0 647.498262546
karl 2242 734163.0 647.498262546
mharris 2242 734163.0 647.498262546
shawn 2242 734163.0 647.498262546
lesbrownspeaks 0 733812.0 0.0
Zonker 2242 734163.0 647.498262546
Sanjay 2242 734163.0 647.498262546
idallen 2242 734163.0 647.498262546
mikal 2242 734163.0 647.498262546
TheGiver 2242 734163.0 647.498262546
zack 2242 734163.0 647.498262546
btv 2242 734163.0 647.498262546
pjones 2242 734163.0 647.498262546
nikke 2242 734163.0 647.498262546
softweyr 2242 734163.0 647.498262546
cthrall 2242 734163.0 647.498262546
st1 2242 734163.0 647.498262546
EtaoinShrdlu 2242 734163.0 647.498262546
kscanne 1521 734553.824654 438.211351708
Qbert 2242 734163.0 647.498262546
boog 2242 734163.0 647.498262546
hovinen 2242 734163.0 647.498262546
kev 2242 734163.0 647.498262546
longhunt 2242 734163.0 647.498262546
mussi 2242 734163.0 647.498262546
auspex 2242 734163.0 647.498262546
w4r 2242 734163.0 647.498262546
dyfrgi 2242 734163.0 647.498262546
imajes 2242 734163.0 647.498262546
rse 2242 734163.0 647.498262546
ericj 2242 734163.0 647.498262546
fatkid 2242 734163.0 647.498262546
AilleCat 2242 734163.0 647.498262546
lyb 2242 734163.0 647.498262546
epi 2242 734163.0 647.498262546
Meuh 2242 734163.0 647.498262546
cstross 2242 734163.0 647.498262546
Phoon 2242 734163.0 647.498262546
tja 2242 734163.0 647.498262546
lfilipoz 2242 734163.0 647.498262546
vasil 2242 734163.0 647.498262546
harald 2242 734163.0 647.498262546
kgb 2242 734163.0 647.498262546
tomb 2242 734163.0 647.498262546
cmeyer 2242 734163.0 647.498262546
Scar 2242 734163.0 647.498262546
bmilekic 2242 734163.0 647.498262546
jstaniek 2242 734163.0 647.498262546
invoke 2242 734163.0 647.498262546
MCArkan 2242 734163.0 647.498262546
eknuth 2242 734163.0 647.498262546
jhammons 2242 734163.0 647.498262546
Carlo 2242 734163.0 647.498262546
MartySchrader 2270 734177.0 655.581167108
jcarreiro 2242 734163.0 647.498262546
kroeger 2242 734163.0 647.498262546
mugoi 2242 734163.0 647.498262546
hns 2242 734163.0 647.498262546
soda 2242 734163.0 647.498262546
jeremie 2242 734163.0 647.498262546
darklogic 2242 734163.0 647.498262546
vivake 2242 734163.0 647.498262546
jedd 2242 734163.0 647.498262546
Feline 2242 734163.0 647.498262546
jbegley 2242 734163.0 647.498262546
jonathon 2242 734163.0 647.498262546
aldrin 2242 734163.0 647.498262546
toonsy 2242 734163.0 647.498262546
timbu 2242 734163.0 647.498262546
shogsbro 2242 734163.0 647.498262546
codex 2242 734163.0 647.498262546
CaptainNemo 2242 734163.0 647.498262546
asynchrome 2242 734163.0 647.498262546
lcs012 2242 734163.0 647.498262546
HPCThunder 2242 734163.0 647.498262546
Dacta 2242 734163.0 647.498262546
esinclai 2242 734163.0 647.498262546
lazyboy 2242 734163.0 647.498262546
netzero 2242 734163.0 647.498262546
aoliva 2270 734177.0 655.581167108
KrazyKiwi 2242 734163.0 647.498262546
samj 2242 734163.0 647.498262546
glenn 2242 734163.0 647.498262546
anholt 2242 734163.0 647.498262546
rama 2242 734163.0 647.498262546
tmonk42 2242 734163.0 647.498262546
wombat 2242 734163.0 647.498262546
lewd 2242 734163.0 647.498262546
merlinus 2242 734163.0 647.498262546
gojomo 2242 734163.0 647.498262546
murajov 1609 734509.113948 464.217413574
macanudo 2242 734163.0 647.498262546
justmahir 2242 734163.0 647.498262546
danguer 2242 734163.0 647.498262546
rbhalotia 2242 734163.0 647.498262546
draco 2242 734163.0 647.498262546
abi 2242 734163.0 647.498262546
serlim 2242 734163.0 647.498262546
bignose2003 2242 734163.0 647.498262546
Lingvo 2242 734163.0 647.498262546
allenjs 2242 734163.0 647.498262546
masto 2242 734163.0 647.498262546
dbl 2242 734163.0 647.498262546
gw666 2242 734163.0 647.498262546
hmhoek 2242 734163.0 647.498262546
myelin 2242 734163.0 647.498262546
willow 2242 734163.0 647.498262546
edwardam 2242 734163.0 647.498262546
tcg 2242 734163.0 647.498262546
antagonizt 2242 734163.0 647.498262546
christafano 2242 734163.0 647.498262546
noselasd 2242 734163.0 647.498262546
wtanaka 2245 734164.5 648.364288036
DeepNorth 2242 734163.0 647.498262546
jaseb 2242 734163.0 647.498262546
idiotkid 2242 734163.0 647.498262546
riel 2242 734163.0 647.498262546
audriusa 2270 734177.0 655.581167108
dragotown 2242 734163.0 647.498262546
Kummer 503 733293.5 145.491981451
andersca 2242 734163.0 647.498262546
YouhuaXu 1 734489.5 0.5
largo 2242 734163.0 647.498262546
leo 2242 734163.0 647.498262546
sriggs 2242 734163.0 647.498262546
wrc 2242 734163.0 647.498262546
jsl123 2242 734163.0 647.498262546
dront 2242 734163.0 647.498262546
adamd 2242 734163.0 647.498262546
matrim 2242 734163.0 647.498262546
maswan 2242 734163.0 647.498262546
yarbles 2242 734163.0 647.498262546
icy 1144 733608.324687 332.450134987
daddyreno 2242 734163.0 647.498262546
Drue 2242 734163.0 647.498262546
anuradha 2242 734163.0 647.498262546
janschrage 2242 734163.0 647.498262546
emk 2242 734163.0 647.498262546
bob 2242 734163.0 647.498262546
gavri 2242 734163.0 647.498262546
msmith 2242 734163.0 647.498262546
volsung 2242 734163.0 647.498262546
pfhonore 2242 734163.0 647.498262546
Agna 2242 734163.0 647.498262546
tklancer 2242 734163.0 647.498262546
PureFiction 2242 734163.0 647.498262546
ghostrider 2242 734163.0 647.498262546
fair 2242 734163.0 647.498262546
davidc 2242 734163.0 647.498262546
hpa 2242 734163.0 647.498262546
deviana 2242 734163.0 647.498262546
jaswinder 2046 734269.0 590.917930004
iso88956 2242 734163.0 647.498262546
ndoreka 2242 734163.0 647.498262546
icblenke 2242 734163.0 647.498262546
ciropom 1573 734131.5 454.374570151
gustavos 2242 734163.0 647.498262546
Jager 2242 734163.0 647.498262546
nullspace 2242 734163.0 647.498262546
bads 2242 734163.0 647.498262546
prob 2242 734163.0 647.498262546
tuor 2242 734163.0 647.498262546
syntaxis 2242 734163.0 647.498262546
Buick 2242 734163.0 647.498262546
Mysidia 2242 734163.0 647.498262546
blather 2242 734163.0 647.498262546
Philipp 2242 734163.0 647.498262546
zanee 2270 734177.0 655.581167108
alanr 2242 734163.0 647.498262546
stone 2242 734163.0 647.498262546
idcmp 2250 734167.0 649.807663851
paolo 2242 734163.0 647.498262546
akamai 2242 734163.0 647.498262546
DrBobguy 2242 734163.0 647.498262546
syl 2242 734163.0 647.498262546
albert 2242 734163.0 647.498262546
SgtPepper 2242 734163.0 647.498262546
ypwong 2242 734163.0 647.498262546
hilaire 2242 734163.0 647.498262546
SESPRANKITOI 36 733788.0 10.677078252
Maxamilles 2242 734163.0 647.498262546
kali 2242 734163.0 647.498262546
jhubbard 2242 734163.0 647.498262546
davidz 2242 734163.0 647.498262546
Titivillus 2242 734163.0 647.498262546
marc 2242 734163.0 647.498262546
nocturne 2242 734163.0 647.498262546
MadBoy 2242 734163.0 647.498262546
shack 2242 734163.0 647.498262546
salemioche 2242 734163.0 647.498262546
rjbelk 2242 734163.0 647.498262546
nemo 2242 734163.0 647.498262546
aristeu 2270 734177.0 655.581167108
lament 2242 734163.0 647.498262546
neofutur 2242 734163.0 647.498262546
zappy 2242 734163.0 647.498262546
talkngtn 2242 734163.0 647.498262546
amatus 2070 734255.0 597.846134051
kapplegate 2242 734163.0 647.498262546
novelli 2242 734163.0 647.498262546
zwoop 2242 734163.0 647.498262546
davidjclark 2242 734163.0 647.498262546
storm 2242 734163.0 647.498262546
tmartin 2242 734163.0 647.498262546
sivang 2242 734163.0 647.498262546
NightOwl 2242 734163.0 647.498262546
nash 2242 734163.0 647.498262546
Jorge200 2242 734163.0 647.498262546
amberarcher 2242 734163.0 647.498262546
bcrl 2245 734164.5 648.364288036
z3p 2242 734163.0 647.498262546
int 2242 734163.0 647.498262546
breeze 2242 734163.0 647.498262546
pierreben 2242 734163.0 647.498262546
Verement 2242 734163.0 647.498262546
ehliar 2242 734163.0 647.498262546
pjdowner 2242 734163.0 647.498262546
Darkman 2242 734163.0 647.498262546
sral 2242 734163.0 647.498262546
lordpixel 2242 734163.0 647.498262546
freetux 2242 734163.0 647.498262546
takhisis 2242 734163.0 647.498262546
Muddy 2242 734163.0 647.498262546
RpgFan 1612 734510.875703 463.943512646
kdebisschop 2242 734163.0 647.498262546
robk 2242 734163.0 647.498262546
ravisrirangam 2242 734163.0 647.498262546
tseaver 2242 734163.0 647.498262546
csv 2242 734163.0 647.498262546
VZ 2242 734163.0 647.498262546
flgr 2242 734163.0 647.498262546
mstevens 2242 734163.0 647.498262546
alexmerz 2242 734163.0 647.498262546
flight 2242 734163.0 647.498262546
brain 2270 734177.0 655.581167108
drivera 2242 734163.0 647.498262546
ricki 2242 734163.0 647.498262546
sisob 4485 735284.5 1294.99662162
mart 2242 734163.0 647.498262546
Baud 2242 734163.0 647.498262546
mrbrown 2242 734163.0 647.498262546
ks 2250 734167.0 649.807663851
xdguan 2242 734163.0 647.498262546
viper 2242 734163.0 647.498262546
mmangino 2270 734177.0 655.581167108
toco8400 2242 734163.0 647.498262546
johndoe 2242 734163.0 647.498262546
Nadir 2242 734163.0 647.498262546
benji 2242 734163.0 647.498262546
larsneo 2242 734163.0 647.498262546
femto 2242 734163.0 647.498262546
jmbesnard 2242 734163.0 647.498262546
ollesson 2242 734163.0 647.498262546
IlyaM 2242 734163.0 647.498262546
winlineau 2242 734163.0 647.498262546
sdrees 2242 734163.0 647.498262546
carl 2242 734163.0 647.498262546
dtight 2242 734163.0 647.498262546
haroldhunt 2242 734163.0 647.498262546
gypsumfantastic 2242 734163.0 647.498262546
guttu 2242 734163.0 647.498262546
beppu 2242 734163.0 647.498262546
nihed 2116 734237.307583 609.42956911
Chipmunk 2242 734163.0 647.498262546
Exal 2242 734163.0 647.498262546
rydis 2242 734163.0 647.498262546
mostafadaneshvar 1696 734307.0 489.881618353
joycect 2242 734163.0 647.498262546
aminorex 2270 734177.0 655.581167108
codebuster 2242 734163.0 647.498262546
echristo 2242 734163.0 647.498262546
stratus 2242 734163.0 647.498262546
friedman 2242 734163.0 647.498262546
backtick 2242 734163.0 647.498262546
yoann 2242 734163.0 647.498262546
leka 2242 734163.0 647.498262546
alan 2270 734177.0 655.581167108
almer 2242 734163.0 647.498262546
benoit 2242 734163.0 647.498262546
green 2242 734163.0 647.498262546
aes 3 733043.5 1.11803398875
HamishLawson 2242 734163.0 647.498262546
mperales 2242 734163.0 647.498262546
kih 2242 734163.0 647.498262546
twcook 2242 734163.0 647.498262546
Roxo 2242 734163.0 647.498262546
duncanm 2242 734163.0 647.498262546
modus 2242 734163.0 647.498262546
Archeron 2242 734163.0 647.498262546
claviola 2242 734163.0 647.498262546
fnegroni 2242 734163.0 647.498262546
ly 2242 734163.0 647.498262546
banram 2242 734163.0 647.498262546
Judas 2242 734163.0 647.498262546
jclement 2242 734163.0 647.498262546
jstraw 2242 734163.0 647.498262546
sdt 2242 734163.0 647.498262546
czero 2242 734163.0 647.498262546
stephd 2242 734163.0 647.498262546
seeker5528 2242 734163.0 647.498262546
nbrosnahan 2242 734163.0 647.498262546
FungosBauux 2242 734163.0 647.498262546
jgb 2242 734163.0 647.498262546
hariya 2242 734163.0 647.498262546
pvaneynd 2242 734163.0 647.498262546
fredness 2242 734163.0 647.498262546
Odracirredwolf 2242 734163.0 647.498262546
nobse 2242 734163.0 647.498262546
major 2248 734166.0 649.230313525
kjk 2242 734163.0 647.498262546
ag 2242 734163.0 647.498262546
dsowen 2234 734195.0 645.188861239
fatal 2242 734163.0 647.498262546
philiph 2242 734163.0 647.498262546
semaj 2242 734163.0 647.498262546
jimjag 2245 734164.5 648.364288036
rgeistlinger 2242 734163.0 647.498262546
adp 2242 734163.0 647.498262546
ysidoro 2242 734163.0 647.498262546
hellow 2242 734163.0 647.498262546
i0lanthe 2242 734163.0 647.498262546
CEmery 2242 734163.0 647.498262546
Myke 2242 734163.0 647.498262546
danielsmw 1842 734391.0 532.028194742
martinthompson 2242 734163.0 647.498262546
chdupre 2242 734163.0 647.498262546
BlueJeanbaby9372 2242 734163.0 647.498262546
tdowney 2242 734163.0 647.498262546
ronni 2242 734163.0 647.498262546
itadmin 2242 734163.0 647.498262546
kjw 2242 734163.0 647.498262546
hands 2242 734163.0 647.498262546
laVilRosa 2242 734163.0 647.498262546
vladimir 2242 734163.0 647.498262546
mkrus 2242 734163.0 647.498262546
amledin 2242 734163.0 647.498262546
vmmenon 2242 734163.0 647.498262546
beraldo 2270 734177.0 655.581167108
castagna 2242 734163.0 647.498262546
Marcus 2242 734163.0 647.498262546
xzibit 2242 734163.0 647.498262546
dontnoww 2242 734163.0 647.498262546
info 2242 734163.0 647.498262546
mperisic 2242 734163.0 647.498262546
mik 2242 734163.0 647.498262546
gnewton 2242 734163.0 647.498262546
NORBISOPRON 2242 734163.0 647.498262546
olle 2242 734163.0 647.498262546
BlackSkorpio 2242 734163.0 647.498262546
jonsmirl 2242 734163.0 647.498262546
nathanr 278 733181.0 80.5398452113
shellcode 2242 734163.0 647.498262546
robot 2242 734163.0 647.498262546
Liedra 2242 734163.0 647.498262546
salmoni 2242 734163.0 647.498262546
hf 2242 734163.0 647.498262546
ringbark 4485 735284.5 1294.99662162
rcj 2242 734163.0 647.498262546
taybin 2242 734163.0 647.498262546
candice 2242 734163.0 647.498262546
mort 2242 734163.0 647.498262546
eugen2005 2242 734163.0 647.498262546
cortesi 2242 734163.0 647.498262546
bodo 2242 734163.0 647.498262546
karlward 2242 734163.0 647.498262546
jnutting 2242 734163.0 647.498262546
parkerc 2242 734163.0 647.498262546
jmallett 360 733222.0 104.211323761
llasram 2242 734163.0 647.498262546
drazzib 2242 734163.0 647.498262546
Slow 2242 734163.0 647.498262546
mchang 2242 734163.0 647.498262546
licio 2242 734163.0 647.498262546
kwung 2242 734163.0 647.498262546
bogon 2242 734163.0 647.498262546
BitchKapoor 2242 734163.0 647.498262546
derya 2242 734163.0 647.498262546
era 2242 734163.0 647.498262546
pachox 2242 734163.0 647.498262546
madddog 2242 734163.0 647.498262546
imsaguy 2242 734163.0 647.498262546
afruss 2242 734163.0 647.498262546
olm 2242 734163.0 647.498262546
bwarff 2242 734163.0 647.498262546
Gandhi 2242 734163.0 647.498262546
LukeFowler 2242 734163.0 647.498262546
dgh 2242 734163.0 647.498262546
jimmac 2250 734167.0 649.807663851
Pottis 2242 734163.0 647.498262546
phk 2245 734164.5 648.364288036
hinius 2242 734163.0 647.498262546
kanaka 2242 734163.0 647.498262546
lilo 2242 734163.0 647.498262546
jmcmurry 2242 734163.0 647.498262546
lize 2242 734163.0 647.498262546
cas 2242 734163.0 647.498262546
jarod 2244 734164.0 648.075612872
mascot 2242 734163.0 647.498262546
dmcclell2000 2242 734163.0 647.498262546
mdillon 2242 734163.0 647.498262546
china 2242 734163.0 647.498262546
hcao 2242 734163.0 647.498262546
lpuente 2242 734163.0 647.498262546
neonzebra 2242 734163.0 647.498262546
STUDIOS521 2242 734163.0 647.498262546
davemc 2242 734163.0 647.498262546
randomfrequency 2242 734163.0 647.498262546
swain 2242 734163.0 647.498262546
imarsman 2242 734163.0 647.498262546
flicker 2242 734163.0 647.498262546
maragato 2270 734177.0 655.581167108
bigdork 2242 734163.0 647.498262546
orca 2242 734163.0 647.498262546
trdknight 2242 734163.0 647.498262546
zelphyr 2242 734163.0 647.498262546
barneyfu 2242 734163.0 647.498262546
rth 2245 734164.5 648.364288036
neale 2242 734163.0 647.498262546
doylep 2242 734163.0 647.498262546
Kay 2242 734163.0 647.498262546
nerdwell 1856 733971.492366 539.253355334
neto 2242 734163.0 647.498262546
c7g 2242 734163.0 647.498262546
karinkoopmans 2242 734163.0 647.498262546
weric 2242 734163.0 647.498262546
jsheehy 2242 734163.0 647.498262546
coram 2242 734163.0 647.498262546
kristian 2242 734163.0 647.498262546
foolswisdom 2242 734163.0 647.498262546
Tv 2242 734163.0 647.498262546
mingster 2242 734163.0 647.498262546
sTiCh0 2242 734163.0 647.498262546
LukeyBoy 2242 734163.0 647.498262546
Ginacats1 2242 734163.0 647.498262546
paan 2242 734163.0 647.498262546
sparkman 2242 734163.0 647.498262546
sparge 2242 734163.0 647.498262546
CNELSON 2242 734163.0 647.498262546
thelema 2242 734163.0 647.498262546
EarthTone 2242 734163.0 647.498262546
cezarg 2242 734163.0 647.498262546
testing 2242 734163.0 647.498262546
scintill 2242 734163.0 647.498262546
Leandro 2242 734163.0 647.498262546
Erik 2242 734163.0 647.498262546
hukka 2242 734163.0 647.498262546
wyattearp 2242 734163.0 647.498262546
exxos 2242 734163.0 647.498262546
pergj 2242 734163.0 647.498262546
sviens 2242 734163.0 647.498262546
dnk 2242 734163.0 647.498262546
jbarroso 2242 734163.0 647.498262546
jflemer 2242 734163.0 647.498262546
Sanaya 2242 734163.0 647.498262546
seven 2242 734163.0 647.498262546
yott 2242 734163.0 647.498262546
kuzman 2242 734163.0 647.498262546
r3deemer 2242 734163.0 647.498262546
jgoldsch 2242 734163.0 647.498262546
princess 2242 734163.0 647.498262546
adb 2242 734163.0 647.498262546
mazeone 2242 734163.0 647.498262546
Inoshiro 2242 734163.0 647.498262546
jrepp 2242 734163.0 647.498262546
mcr 2242 734163.0 647.498262546
jlof 2242 734163.0 647.498262546
jkl 2242 734163.0 647.498262546
hanwen 2270 734177.0 655.581167108
gelderen 2242 734163.0 647.498262546
prana 2242 734163.0 647.498262546
miro 2242 734163.0 647.498262546
tackat 2242 734163.0 647.498262546
stoddard 2242 734163.0 647.498262546
blindcoder 2242 734163.0 647.498262546
rjrodger 2242 734163.0 647.498262546
nile 2242 734163.0 647.498262546
Marooned 2242 734163.0 647.498262546
arunsahlam 2242 734163.0 647.498262546
CodeSerf 2242 734163.0 647.498262546
Eli 2242 734163.0 647.498262546
denshi 2242 734163.0 647.498262546
SoftwareSerf 2242 734163.0 647.498262546
athos10 2242 734163.0 647.498262546
ScriptDevil 26 733174.0 7.7888809637
Grimicus 2242 734163.0 647.498262546
denisianum 2242 734163.0 647.498262546
palnatoke 2242 734163.0 647.498262546
rattus 2242 734163.0 647.498262546
paco 2242 734163.0 647.498262546
risi 2242 734163.0 647.498262546
Krellan 2242 734163.0 647.498262546
mwest 2242 734163.0 647.498262546
rmach 2242 734163.0 647.498262546
wspace 2242 734163.0 647.498262546
Kenny 2242 734163.0 647.498262546
anna 2242 734163.0 647.498262546
mjg 2242 734163.0 647.498262546
wilkason 2242 734163.0 647.498262546
graydon 2256 734170.0 651.539714829
jrpascucci 2242 734163.0 647.498262546
beret 2242 734163.0 647.498262546
huffduff 2242 734163.0 647.498262546
syd 2242 734163.0 647.498262546
lupusBE 2242 734163.0 647.498262546
wyrm 2242 734163.0 647.498262546
Jasper1984 1615 734308.5 466.498928187
jayeshks 2242 734163.0 647.498262546
andreaskupries 2242 734163.0 647.498262546
pomes 2242 734163.0 647.498262546
aXmedy 2242 734163.0 647.498262546
kodefu 2242 734163.0 647.498262546
dimi 2242 734163.0 647.498262546
Centove 2242 734163.0 647.498262546
dexter 2242 734163.0 647.498262546
kalvinet 2242 734163.0 647.498262546
tcurtis 2242 734163.0 647.498262546
ramiro 2242 734163.0 647.498262546
locust 2242 734163.0 647.498262546
secabeen 2242 734163.0 647.498262546
powertech 2242 734163.0 647.498262546
angel 2242 734163.0 647.498262546
vivanovic 2242 734163.0 647.498262546
tdb 2242 734163.0 647.498262546
dotom 2242 734163.0 647.498262546
RossBurton 2245 734164.5 648.364288036
mss 2242 734163.0 647.498262546
jbourne 2242 734163.0 647.498262546
robbe 2242 734163.0 647.498262546
nicholasl 2242 734163.0 647.498262546
cAVEman 2242 734163.0 647.498262546
Sandesh 2242 734163.0 647.498262546
JediProgrammer 2242 734163.0 647.498262546
czw 2242 734163.0 647.498262546
haggen 2242 734163.0 647.498262546
alastair 2242 734163.0 647.498262546
gorlitsky 2242 734163.0 647.498262546
whump 2242 734163.0 647.498262546
thatha 2131 734215.5 615.455319256
pharder 2242 734163.0 647.498262546
rocapal 2242 734163.0 647.498262546
julie 2242 734163.0 647.498262546
ssheth 2242 734163.0 647.498262546
epierre 2242 734163.0 647.498262546
tibbetts 2242 734163.0 647.498262546
needo 2242 734163.0 647.498262546
firefly 2242 734163.0 647.498262546
kadoubek 2047 734268.5 591.206605173
glenn1you0 2242 734163.0 647.498262546
bje 2242 734163.0 647.498262546
BenBun 2242 734163.0 647.498262546
vpatryshev 2242 734163.0 647.498262546
penguinmeow 2242 734163.0 647.498262546
waycomm 2242 734163.0 647.498262546
linuxchaos 2242 734163.0 647.498262546
student 2242 734163.0 647.498262546
matman 2242 734163.0 647.498262546
pilotlight 2242 734163.0 647.498262546
cm 2242 734163.0 647.498262546
dent 2242 734163.0 647.498262546
kjm 2242 734163.0 647.498262546
camk 2242 734163.0 647.498262546
lsheehan 2242 734163.0 647.498262546
mcgroarty 2242 734163.0 647.498262546
yang 2242 734163.0 647.498262546
f1r3br4nd 2242 734163.0 647.498262546
citygirl16 2242 734163.0 647.498262546
Geoffrey 2242 734163.0 647.498262546
r7379062259 0 734335.0 0.0
fox 2242 734163.0 647.498262546
pphaneuf 2242 734163.0 647.498262546
jbert 2242 734163.0 647.498262546
djmaucom 2242 734163.0 647.498262546
yunosh 2242 734163.0 647.498262546
agh 2242 734163.0 647.498262546
Hap 2242 734163.0 647.498262546
victory 4 733726.0 1.41421356237
dword 2242 734163.0 647.498262546
zL 2242 734163.0 647.498262546
risacher 2242 734163.0 647.498262546
blume 2242 734163.0 647.498262546
Raphael 2242 734163.0 647.498262546
ath 2242 734163.0 647.498262546
Ruffy 2242 734163.0 647.498262546
eikeon 2250 734167.0 649.807663851
sergent 2242 734163.0 647.498262546
resedit 2242 734163.0 647.498262546
bunkai 2242 734163.0 647.498262546
trackman 2242 734163.0 647.498262546
Lathi 2242 734163.0 647.498262546
afayolle 2242 734163.0 647.498262546
Ikarus 2242 734163.0 647.498262546
Rediscover 2242 734163.0 647.498262546
Hans 2242 734163.0 647.498262546
maxkir 2242 734163.0 647.498262546
constantine 2242 734163.0 647.498262546
dmilam 2242 734163.0 647.498262546
dixon 2242 734163.0 647.498262546
Stren03 2242 734163.0 647.498262546
pulsar 2242 734163.0 647.498262546
blanco 2242 734163.0 647.498262546
SRFurlong 2242 734163.0 647.498262546
ejb 2242 734163.0 647.498262546
cromis 2242 734163.0 647.498262546
skinnypuppy 2242 734163.0 647.498262546
chipster 2242 734163.0 647.498262546
svaksha 2242 734163.0 647.498262546
jarashi 2242 734163.0 647.498262546
allotrope 2242 734163.0 647.498262546
johnh6 2242 734163.0 647.498262546
azz 2242 734163.0 647.498262546
ximbico 2242 734163.0 647.498262546
creinig 2242 734163.0 647.498262546
elduderino 2242 734163.0 647.498262546
OmniTurtle 2242 734163.0 647.498262546
otavio 2270 734177.0 655.581167108
nkeynes 2231 734168.5 644.322835748
KevinL 2242 734163.0 647.498262546
clynbech 2242 734163.0 647.498262546
mjnf 2242 734163.0 647.498262546
oxuxa 2242 734163.0 647.498262546
rootsh 2270 734177.0 655.581167108
helge 2242 734163.0 647.498262546
sbergmann 2242 734163.0 647.498262546
tydel 2242 734163.0 647.498262546
heman 2242 734163.0 647.498262546
uzadow 2242 734163.0 647.498262546
Dionys 2242 734163.0 647.498262546
joey 2261 734172.5 652.983090644
ksandstr 2242 734163.0 647.498262546
Alissa 448 733266.0 129.614813968
brlewis 2242 734163.0 647.498262546
infofarmer 2242 734163.0 647.498262546
jferguson 2242 734163.0 647.498262546
Wastelander 2242 734163.0 647.498262546
das 2242 734163.0 647.498262546
xela 2242 734163.0 647.498262546
aniruddha 2242 734163.0 647.498262546
karimlakhani 2242 734163.0 647.498262546
edw 2242 734163.0 647.498262546
jasonpater 0 733541.0 0.0
gzp 2242 734163.0 647.498262546
nahdrav 2242 734163.0 647.498262546
nyk 2242 734163.0 647.498262546
davewill 2242 734163.0 647.498262546
kagedal 2242 734163.0 647.498262546
returnoftheredi 2242 734163.0 647.498262546
hanksdc 2242 734163.0 647.498262546
FreeTinker 2242 734163.0 647.498262546
RalphJohnson 2242 734163.0 647.498262546
miknight 2242 734163.0 647.498262546
timcw 2242 734163.0 647.498262546
feder 2242 734163.0 647.498262546
edp 2242 734163.0 647.498262546
jeffchiu 2242 734163.0 647.498262546
mdeegan 2242 734163.0 647.498262546
rdw 2242 734163.0 647.498262546
schubert 2242 734163.0 647.498262546
ZIG 2242 734163.0 647.498262546
yskim 2242 734163.0 647.498262546
bgreat 2242 734163.0 647.498262546
oej 2242 734163.0 647.498262546
kianseong 2242 734163.0 647.498262546
rares 2242 734163.0 647.498262546
kraai 2242 734163.0 647.498262546
philikon 362 733223.0 104.788676233
cottonmouth 2242 734163.0 647.498262546
huntsman84 2242 734163.0 647.498262546
lrg 1491 734069.798643 446.166633203
pvillavi 2242 734163.0 647.498262546
drobilla 2242 734163.0 647.498262546
smurf 2242 734163.0 647.498262546
shrao 2242 734163.0 647.498262546
Xantus 2242 734163.0 647.498262546
Kardus 2242 734163.0 647.498262546
gsbgeek 2242 734163.0 647.498262546
bytesplit 2242 734163.0 647.498262546
hasy111 2242 734163.0 647.498262546
jeek 2242 734163.0 647.498262546
Tonyinvenezuela 2242 734163.0 647.498262546
gorkem 2242 734163.0 647.498262546
arasu 1 733817.5 0.5
mohsen 2242 734163.0 647.498262546
dsandrade 2242 734163.0 647.498262546
msmarcal 2242 734163.0 647.498262546
Lolindrath 2242 734163.0 647.498262546
crossland 1248 734627.0 360.555127546
cnb 2242 734163.0 647.498262546
jorn 1109 733590.204986 321.875827719
Rodrin 2242 734163.0 647.498262546
ld 2242 734163.0 647.498262546
chrisb 2242 734163.0 647.498262546
smfr 2242 734163.0 647.498262546
chipx86 2242 734163.0 647.498262546
StevenJ 2242 734163.0 647.498262546
nchriss 2242 734163.0 647.498262546
dangermaus 2270 734177.0 655.581167108
ambx1 2242 734163.0 647.498262546
pa1et 2242 734163.0 647.498262546
NoExpire 2242 734163.0 647.498262546
nunodonato 2242 734163.0 647.498262546
Jag 2242 734163.0 647.498262546
rogers 2242 734163.0 647.498262546
DarkBlack 2242 734163.0 647.498262546
slamm 2242 734163.0 647.498262546
hazmat 2242 734163.0 647.498262546
xboshy 2242 734163.0 647.498262546
aduncan 2242 734163.0 647.498262546
daltexembasco 2242 734163.0 647.498262546
cesar 2242 734163.0 647.498262546
Tijs 2242 734163.0 647.498262546
c170 2242 734163.0 647.498262546
egad 2242 734163.0 647.498262546
CharlyBrown 2242 734163.0 647.498262546
schouw 2242 734163.0 647.498262546
salaty 1625 734504.694358 467.679115091
mjw 2270 734177.0 655.581167108
ahmedjado 2242 734163.0 647.498262546
